date,S&P500,나스닥100,나스닥종합,다우존스,러셀2000,반도체(SOX),QQQ(나100 1x),QLD(나100 2x),TQQQ(나100 3x),SPY(S&P 1x),SSO(S&P 2x),UPRO(S&P 3x),SOXX(반도체 1x),SOXL(반도체 3x),DIA(다우 1x),UDOW(다우 3x),IWM(러셀 1x),TNA(러셀 3x)
1931-04-30,85.44734022066922,,,,,,,,,,,,,,,,,
1931-05-31,73.72593754394408,,,,,,,,,,,,,,,,,
1931-06-30,83.97508523126764,,,,,,,,,,,,,,,,,
1931-07-31,77.7463174454575,,,,,,,,,,,,,,,,,
1931-08-31,78.48244494015829,,,,,,,,,,,,,,,,,
1931-09-30,54.98301314860925,,,,,,,,,,,,,,,,,
1931-10-31,59.06002488841578,,,,,,,,,,,,,,,,,
1931-11-30,53.793884949507095,,,,,,,,,,,,,,,,,
1931-12-31,45.979614698292224,,,,,,,,,,,,,,,,,
1932-01-31,44.96036311338918,,,,,,,,,,,,,,,,,
1932-02-29,46.942242545193686,,,,,,,,,,,,,,,,,
1932-03-31,41.39297851608275,,,,,,,,,,,,,,,,,
1932-04-30,33.01245738436618,,,,,,,,,,,,,,,,,
1932-05-31,25.311437309251634,,,,,,,,,,,,,,,,,
1932-06-30,25.084936957050957,,,,,,,,,,,,,,,,,
1932-07-31,34.144961845466746,,,,,,,,,,,,,,,,,
1932-08-31,47.50849612579256,,,,,,,,,,,,,,,,,
1932-09-30,45.75311434609154,,,,,,,,,,,,,,,,,
1932-10-31,39.41109908427824,,,,,,,,,,,,,,,,,
1932-11-30,37.089469124172716,,,,,,,,,,,,,,,,,
1932-12-31,39.18459873207756,,,,,,,,,,,,,,,,,
1933-01-31,39.297848908177905,,,,,,,,,,,,,,,,,
1933-02-28,32.04982953746472,,,,,,,,,,,,,,,,,
1933-03-31,33.125707560466516,,,,,,,,,,,,,,,,,
1933-04-30,44.337485794788726,,,,,,,,,,,,,,,,,
1933-05-31,54.58663888230665,,,,,,,,,,,,,,,,,
1933-06-30,61.778029114823894,,,,,,,,,,,,,,,,,
1933-07-31,56.3420152618133,,,,,,,,,,,,,,,,,
1933-08-31,62.797283399824124,,,,,,,,,,,,,,,,,
1933-09-30,55.039639586708,,,,,,,,,,,,,,,,,
1933-10-31,50.73612749470079,,,,,,,,,,,,,,,,,
1933-11-30,55.945640995510715,,,,,,,,,,,,,,,,,
1933-12-31,56.45526813801083,,,,,,,,,,,,,,,,,
1934-01-31,63.25028410422547,,,,,,,,,,,,,,,,,
1934-02-28,60.92865414411995,,,,,,,,,,,,,,,,,
1934-03-31,60.135900211320404,,,,,,,,,,,,,,,,,
1934-04-30,59.2298988025177,,,,,,,,,,,,,,,,,
1934-05-31,54.41675956801038,,,,,,,,,,,,,,,,,
1934-06-30,55.549266729208114,,,,,,,,,,,,,,,,,
1934-07-31,49.15062502929605,,,,,,,,,,,,,,,,,
1934-08-31,51.8120028176054,,,,,,,,,,,,,,,,,
1934-09-30,51.41562855130282,,,,,,,,,,,,,,,,,
1934-10-31,49.88675252399684,,,,,,,,,,,,,,,,,
1934-11-30,54.020385301707776,,,,,,,,,,,,,,,,,
1934-12-31,53.793884949507095,,,,,,,,,,,,,,,,,
1935-01-31,51.52888142750034,,,,,,,,,,,,,,,,,
1935-02-28,49.490372857499885,,,,,,,,,,,,,,,,,
1935-03-31,47.848243953996395,,,,,,,,,,,,,,,,,
1935-04-30,52.5481303123062,,,,,,,,,,,,,,,,,
1935-05-31,54.246885653908464,,,,,,,,,,,,,,,,,
1935-06-30,57.9841441653168,,,,,,,,,,,,,,,,,
1935-07-31,62.74065696172537,,,,,,,,,,,,,,,,,
1935-08-31,63.64665837052807,,,,,,,,,,,,,,,,,
1935-09-30,65.62854050242977,,,,,,,,,,,,,,,,,
1935-10-31,70.55492721294024,,,,,,,,,,,,,,,,,
1935-11-30,73.27293143934837,,,,,,,,,,,,,,,,,
1935-12-31,76.04756750404961,,,,,,,,,,,,,,,,,
1936-01-31,81.03058065265884,,,,,,,,,,,,,,,,,
1936-02-29,82.67270955616235,,,,,,,,,,,,,,,,,
1936-03-31,84.48471237376776,,,,,,,,,,,,,,,,,
1936-04-30,77.97282319785253,,,,,,,,,,,,,,,,,
1936-05-31,81.5402023949646,,,,,,,,,,,,,,,,,
